Animal ID,Date of Birth,Name,DateTime,MonthYear,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A709301,6/30/15,*Sansa,2015-08-11T00:00:00-05:00,Aug-15,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A709302,6/30/15,*Rickon,2015-08-11T00:00:00-05:00,Aug-15,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby
A709303,6/30/15,*Arya,2015-08-11T00:00:00-05:00,Aug-15,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A709313,2/7/14,*Philippa,2015-08-11T00:00:00-05:00,Aug-15,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie
A709314,7/21/15,,2015-08-11T00:00:00-05:00,Aug-15,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A709315,7/21/15,,2015-08-11T00:00:00-05:00,Aug-15,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A709316,7/21/15,,2015-08-11T00:00:00-05:00,Aug-15,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie
A709317,7/21/15,,2015-08-11T00:00:00-05:00,Aug-15,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby
A709318,7/21/15,,2015-08-11T00:00:00-05:00,Aug-15,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby
A707352,5/27/15,*Graybles,2015-08-11T00:00:00-05:00,Aug-15,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A707350,7/11/13,*Lily,2015-08-11T00:00:00-05:00,Aug-15,Transfer,Partner,Cat,Spayed Female,2 years,Siamese Mix,Lynx Point
A703324,5/23/09,Goose,2015-08-14T00:00:00-05:00,Aug-15,Adoption,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Blue/White
A689467,4/6/11,Sammy,2015-08-15T00:00:00-05:00,Aug-15,Adoption,,Dog,Neutered Male,4 years,Pit Bull Mix,Black/White
A709955,8/15/14,*Silas,2015-08-22T00:00:00-05:00,Aug-15,Adoption,,Dog,Neutered Male,1 year,Siberian Husky Mix,Black/White
A708175,6/24/15,Scout,2015-08-23T00:00:00-05:00,Aug-15,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair Mix,White/Black
A710624,8/22/15,,2015-08-26T00:00:00-05:00,Aug-15,Transfer,Partner,Cat,Intact Female,4 days,Domestic Shorthair Mix,Calico
A694795,1/4/14,Rosie,2015-08-27T00:00:00-05:00,Aug-15,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White
A708146,5/31/15,Mittens,2015-08-29T00:00:00-05:00,Aug-15,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A709338,8/7/08,Tiny,2015-08-30T00:00:00-05:00,Aug-15,Transfer,Partner,Dog,Neutered Male,7 years,Chihuahua Longhair Mix,White
A710099,8/17/14,*Sandy,2015-08-30T00:00:00-05:00,Aug-15,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Black/Buff
A710086,8/17/13,Niko,2015-08-30T00:00:00-05:00,Aug-15,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Black
A710134,3/18/14,*Eddie,2015-08-30T00:00:00-05:00,Aug-15,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Black
A710797,5/15/14,Rusty,2015-09-01T00:00:00-05:00,Sep-15,Transfer,Partner,Dog,Neutered Male,1 year,English Pointer Mix,Brown/White
A710635,8/27/14,*Wally,2015-09-01T00:00:00-05:00,Sep-15,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Fawn/White
A710095,8/17/14,*Danny,2015-09-01T00:00:00-05:00,Sep-15,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/Buff
A710071,6/17/15,*Herb,2015-09-01T00:00:00-05:00,Sep-15,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Black
A710072,6/17/15,*Hamilton,2015-09-01T00:00:00-05:00,Sep-15,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A709432,12/8/14,*Viola,2015-09-01T00:00:00-05:00,Sep-15,Transfer,Partner,Dog,Spayed Female,8 months,Border Collie Mix,Black/White
A709484,4/9/15,*Walter,2015-09-01T00:00:00-05:00,Sep-15,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby
A708292,6/18/15,*Obie,2015-09-01T00:00:00-05:00,Sep-15,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A683666,6/22/14,,2015-09-01T00:00:00-05:00,Sep-15,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,White/Cream Tabby
A710913,9/3/13,,2015-09-08T00:00:00-05:00,Sep-15,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan/White
A711722,8/28/15,,2015-09-11T00:00:00-05:00,Sep-15,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A711723,8/28/15,,2015-09-11T00:00:00-05:00,Sep-15,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
A711724,8/28/15,,2015-09-11T00:00:00-05:00,Sep-15,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A711725,8/28/15,,2015-09-11T00:00:00-05:00,Sep-15,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A711726,8/28/15,,2015-09-11T00:00:00-05:00,Sep-15,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black/White
A711728,8/26/15,,2015-09-11T00:00:00-05:00,Sep-15,Transfer,Partner,Cat,Intact Female,2 weeks,Ragdoll Mix,Lilac Point
A711729,8/26/15,,2015-09-11T00:00:00-05:00,Sep-15,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Longhair Mix,Brown Tabby/White
A711730,8/26/15,,2015-09-11T00:00:00-05:00,Sep-15,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Longhair Mix,Brown Tabby
A711731,8/26/15,,2015-09-11T00:00:00-05:00,Sep-15,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A707834,7/18/10,Toledo,2015-09-13T00:00:00-05:00,Sep-15,Adoption,,Dog,Neutered Male,5 years,Toy Poodle,White
A711903,8/4/15,*Clarence,2015-09-17T00:00:00-05:00,Sep-15,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A712450,7/8/15,,2015-09-24T00:00:00-05:00,Sep-15,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Tan/White
A712809,7/21/15,*Pixie,2015-10-03T00:00:00-05:00,Oct-15,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A712857,9/29/13,*Collin,2015-10-07T00:00:00-05:00,Oct-15,Transfer,Partner,Dog,Intact Male,2 years,American Pit Bull Terrier Mix,Brown Brindle
A713454,10/7/09,,2015-10-10T00:00:00-05:00,Oct-15,Transfer,Partner,Dog,Intact Female,6 years,Chihuahua Shorthair Mix,White
A713019,9/1/15,*Tywin,2015-10-11T00:00:00-05:00,Oct-15,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A713610,7/9/14,Poppi,2015-10-16T00:00:00-05:00,Oct-15,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever/Border Collie,Black/White
A711583,9/9/14,Big Head,2015-10-16T00:00:00-05:00,Oct-15,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White
A653755,2/23/13,Bambi,2015-10-16T00:00:00-05:00,Oct-15,Transfer,Partner,Dog,Spayed Female,2 years,German Shepherd/Labrador Retriever,Brown
A713929,5/15/13,Wingman,2015-10-17T00:00:00-05:00,Oct-15,Adoption,,Cat,Neutered Male,2 years,Siamese Mix,Seal Point
A711514,8/2/15,*Dakota,2015-10-17T00:00:00-05:00,Oct-15,Adoption,Foster,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Blue Merle/White
A708644,7/29/13,*Autumn,2015-10-17T00:00:00-05:00,Oct-15,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie
A711584,8/9/15,Kitty,2015-10-18T00:00:00-05:00,Oct-15,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
A713852,8/14/15,Peach,2015-10-18T00:00:00-05:00,Oct-15,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
A713659,4/10/09,Ava,2015-10-18T00:00:00-05:00,Oct-15,Adoption,,Cat,Spayed Female,6 years,Domestic Medium Hair Mix,Tortie
A714259,10/13/15,,2015-10-20T00:00:00-05:00,Oct-15,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby
A710994,8/31/13,Bronson,2015-10-21T00:00:00-05:00,Oct-15,Transfer,Partner,Dog,Neutered Male,2 years,Bull Terrier,Brown Brindle/White
A594702,6/10/09,Indy,2015-10-21T00:00:00-05:00,Oct-15,Transfer,Partner,Dog,Neutered Male,6 years,Labrador Retriever Mix,Black/White
A714050,9/10/15,*Brian,2015-10-23T00:00:00-05:00,Oct-15,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Black
A714057,10/17/14,Princess,2015-10-24T00:00:00-05:00,Oct-15,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Tan
A714386,8/27/15,,2015-10-24T00:00:00-05:00,Oct-15,Adoption,,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,Sable/Buff
A697261,11/20/14,Roltan,2015-10-24T00:00:00-05:00,Oct-15,Adoption,,Dog,Neutered Male,11 months,Schnauzer Giant Mix,Black/White
A714226,10/24/08,Lars,2015-10-26T00:00:00-05:00,Oct-15,Transfer,Partner,Dog,Intact Male,7 years,Yorkshire Terrier Mix,Black/Brown
A714366,10/22/12,,2015-10-26T00:00:00-05:00,Oct-15,Transfer,Partner,Bird,Unknown,3 years,Goose Mix,White/Gray
A714051,9/10/15,*Brad,2015-10-26T00:00:00-05:00,Oct-15,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Black
A713835,10/14/13,,2015-10-26T00:00:00-05:00,Oct-15,Transfer,Partner,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black/Brown
A713871,12/3/08,Riley Grace,2015-10-26T00:00:00-05:00,Oct-15,Transfer,Partner,Dog,Spayed Female,6 years,Border Collie Mix,Black
A714379,4/22/14,*Eddie,2015-10-28T00:00:00-05:00,Oct-15,Transfer,Partner,Dog,Neutered Male,1 year,Siberian Husky Mix,Brown/Black
A714510,10/24/14,Simon,2015-10-28T00:00:00-05:00,Oct-15,Transfer,Partner,Dog,Neutered Male,1 year,Rat Terrier Mix,White/Black
A713620,11/9/11,Cosette,2015-10-28T00:00:00-05:00,Oct-15,Transfer,Partner,Dog,Intact Female,3 years,Siberian Husky Mix,White
A712836,1/29/15,*Bambi,2015-10-28T00:00:00-05:00,Oct-15,Transfer,Partner,Dog,Spayed Female,8 months,Pit Bull Mix,Brown/White
A713171,10/3/14,*Bruce,2015-10-28T00:00:00-05:00,Oct-15,Transfer,Partner,Dog,Neutered Male,1 year,Queensland Heeler Mix,Tricolor
A714596,10/25/14,*Cooper,2015-10-31T00:00:00-05:00,Oct-15,Adoption,,Dog,Neutered Male,1 year,Boxer Mix,White/Black
A714384,10/22/13,Solavino,2015-11-01T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tricolor
A714775,10/27/13,Mimi,2015-11-01T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Black/Tan
A714776,5/27/15,Juan,2015-11-01T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Neutered Male,5 months,Chihuahua Shorthair Mix,Tricolor
A714608,10/25/14,*Pugsly,2015-11-01T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Neutered Male,1 year,Pug Mix,White/Tan
A714726,4/27/14,*Victor,2015-11-01T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair/Dachshund,Brown/White
A714736,10/27/13,*Marty,2015-11-02T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Yellow
A714837,12/28/14,*Afina,2015-11-02T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,10 months,Pit Bull Mix,Tan/White
A663422,9/18/11,Sparky Rex,2015-11-02T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Neutered Male,4 years,German Shepherd/Rottweiler,Chocolate/Tan
A433746,4/9/06,Evette,2015-11-04T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,9 years,Australian Shepherd Mix,White/Brown
A715146,11/1/12,*Ferdinand,2015-11-05T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Intact Male,3 years,German Shepherd Mix,Tan/White
A715234,11/2/13,,2015-11-05T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Intact Male,2 years,Pit Bull Mix,Red/White
A715121,10/31/13,Coqueta,2015-11-05T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,2 years,Golden Retriever Mix,Gold
A715127,10/31/14,*Maddie,2015-11-05T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,White/Black
A715139,3/3/15,,2015-11-05T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,8 months,Australian Cattle Dog/Bull Terrier,White/Red Tick
A714820,4/28/15,*Lizzie,2015-11-05T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,6 months,Plott Hound Mix,Brown Brindle
A714878,10/29/07,Bean,2015-11-05T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,8 years,Jack Russell Terrier/Chihuahua Shorthair,Black/White
A714879,10/29/14,,2015-11-05T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Brown/Brown
A714875,12/29/14,*Cookiemonst,2015-11-05T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,10 months,Black/Tan Hound Mix,Tricolor
A713392,7/15/15,*Basil,2015-11-05T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,Black/White
A712426,9/22/14,*Pope,2015-11-05T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Neutered Male,1 year,Great Pyrenees Mix,White
A609622,9/11/07,Cory,2015-11-05T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,8 years,Chihuahua Shorthair/Wire Hair Fox Terrier,Gold
A713457,10/7/14,*Hiram,2015-11-07T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Neutered Male,1 year,Bull Terrier/Boxer,Brown Brindle/White
A715357,11/4/14,*Roxy,2015-11-08T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Intact Female,1 year,Labrador Retriever/Pembroke Welsh Corgi,Black
A715345,1/4/15,*Jordy,2015-11-08T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Neutered Male,10 months,Labrador Retriever Mix,Yellow
A715280,9/3/15,*Pauly,2015-11-08T00:00:00-05:00,Nov-15,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Tricolor
A715089,10/31/14,,2015-11-08T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A714869,10/29/14,Figaro,2015-11-08T00:00:00-05:00,Nov-15,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Brown
A713720,10/11/14,*Griffin,2015-11-08T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Neutered Male,1 year,Schnauzer Giant Mix,Black
A714029,8/23/15,Ghost,2015-11-08T00:00:00-05:00,Nov-15,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie Point
A715556,8/5/15,,2015-11-09T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black
A715558,9/6/15,,2015-11-09T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A715733,10/31/15,,2015-11-09T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Orange/Orange Tabby
A697762,2/27/14,Socks,2015-11-09T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,1 year,Boxer Mix,Tan
A715618,11/6/13,,2015-11-10T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Intact Male,2 years,Cardigan Welsh Corgi/Chihuahua Shorthair,Tan
A715283,11/3/14,*Maja,2015-11-10T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Neutered Male,1 year,Great Pyrenees/Labrador Retriever,White/Tan
A711319,9/5/14,*Leah,2015-11-11T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A708645,7/12/15,*Spring,2015-11-11T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black
A714876,10/29/12,*Newton,2015-11-11T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby/White
A712403,5/22/15,Kawhi,2015-11-11T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby
A713163,10/3/11,*Peanut,2015-11-11T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Blue Tabby
A715106,10/31/11,Ms Kitty,2015-11-11T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue/White
A716131,1/15/14,Spike,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Yellow
A716220,11/16/11,Easy,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,4 years,Dachshund Mix,Black/Tan
A716236,6/17/15,,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Intact Female,5 months,Domestic Shorthair Mix,Brown Tabby
A715820,8/10/15,*Pru,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie
A715740,8/9/15,*Hoshi,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black Tabby/White
A715755,9/24/15,,2015-11-17T00:00:00-05:00,Nov-15,Adoption,,Dog,Spayed Female,1 month,Dachshund Mix,Blue Merle
A716096,10/14/15,*Cynda,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue Tabby/White
A715699,1/12/15,Buck,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Brown Tabby/White
A715700,1/12/15,Minnie,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Intact Female,10 months,Domestic Shorthair Mix,Brown Tabby
A715446,12/4/14,Pooh,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Neutered Male,11 months,Domestic Shorthair Mix,Brown Tabby/White
A715447,12/4/14,Pappy,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Neutered Male,11 months,Domestic Shorthair Mix,Brown Tabby/White
A715004,8/29/15,*Coal,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A715005,8/29/15,*Onyx,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A715287,12/3/14,Bernabe,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Spayed Female,11 months,Domestic Shorthair Mix,Brown Tabby
A715297,8/27/15,Moonshadow,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue
A715298,8/27/15,Domino,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A715218,8/2/15,*Tyra,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A715219,8/2/15,*Talisa,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie
A714625,8/26/15,*Mariah,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A714626,8/26/15,*Marco,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A713711,10/11/14,*Hirrally,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A713710,10/11/14,*Pepsi,2015-11-17T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A715060,10/30/13,,2015-11-18T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan
A641346,11/6/08,Rome,2015-11-18T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Neutered Male,7 years,Doberman Pinsch,Chocolate
A675759,3/31/10,Oso,2015-11-21T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Neutered Male,5 years,Labrador Retriever Mix,Tan
A713996,10/16/11,*Perkins,2015-11-23T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Intact Male,4 years,Chihuahua Shorthair Mix,Buff
A716252,11/17/09,Karmen,2015-11-23T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Intact Female,6 years,Labrador Retriever Mix,Black
A716278,11/17/10,*Stefanie,2015-11-23T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,5 years,Australian Shepherd Mix,White/Red
A716391,11/23/12,*Muffin,2015-11-23T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,3 years,Miniature Schnauzer Mix,Chocolate
A716488,11/19/13,,2015-11-23T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Red
A716064,11/13/10,Lady,2015-11-23T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Tan/White
A716066,11/13/13,Louie,2015-11-23T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/White
A715673,11/9/11,Mia,2015-11-23T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Intact Female,4 years,Rhod Ridgeback Mix,Brown
A716649,5/22/11,Bunnie,2015-11-23T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,4 years,Jindo Mix,Tan/White
A687741,7/16/14,Kazy,2015-11-23T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,1 year,Plott Hound/Blue Lacy,Brown Brindle
A606678,7/26/08,Mimi,2015-11-23T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,7 years,Bichon Frise Mix,White
A679536,11/23/12,Lucky,2015-11-23T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Brown
A716400,5/19/14,Calliope,2015-11-24T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Intact Female,1 year,Yorkshire Terrier Mix,Black/Tan
A668484,9/4/13,Mickey,2015-11-24T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/Tan
A692797,11/25/10,Suzze,2015-11-24T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,5 years,Miniature Poodle Mix,White
A716722,9/7/15,*Farisa,2015-11-25T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby
A537127,3/9/07,Fozzy Bear,2015-11-25T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Neutered Male,8 years,Miniature Poodle Mix,Chocolate
A716646,6/22/15,Scraps,2015-11-28T00:00:00-05:00,Nov-15,Adoption,,Dog,Neutered Male,5 months,Carolina Dog Mix,Sable
A713408,10/6/14,Trinity,2015-11-28T00:00:00-05:00,Nov-15,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A715696,11/8/13,*Princess,2015-11-30T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,2 years,Black/Tan Hound Mix,Black/Brown
A715635,11/7/13,*Knight,2015-11-30T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Black
A715861,11/11/13,*Molly,2015-11-30T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,2 years,Pug/Chihuahua Shorthair,Brown
A716857,4/27/15,Banana,2015-11-30T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Brown Tabby
A716624,3/22/15,Dooley,2015-11-30T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Brown Tabby/White
A714882,10/29/14,*Annie,2015-11-30T00:00:00-05:00,Nov-15,Transfer,Partner,Dog,Spayed Female,1 year,Catahoula Mix,Brown Brindle/White
A710006,7/7/15,*Chunk,2015-11-30T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A708740,7/13/15,*Twix,2015-11-30T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White
A708741,7/13/15,*Kit Kat,2015-11-30T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White
A700467,4/14/14,*Tolstoy,2015-11-30T00:00:00-05:00,Nov-15,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Cream Tabby
A716081,11/13/13,Baby Bear,2015-12-02T00:00:00-05:00,Dec-15,Transfer,Partner,Dog,Intact Male,2 years,Pomeranian Mix,Buff
A533019,1/13/08,Whiskey,2015-12-02T00:00:00-05:00,Dec-15,Transfer,Partner,Dog,Intact Male,7 years,Scottish Terrier,Black
